ensembl_gene_id,go_id,description,name_1006,namespace_1003
LOC552437,GO:0016020,"phospholipid phosphatase 6, transcript variant X2",membrane,cellular_component
LOC411786,GO:0006355,general transcription factor IIE subunit 1,"regulation of transcription, DNA-templated",biological_process
LOC411786,GO:0006367,general transcription factor IIE subunit 1,transcription initiation from RNA polymerase II promoter,biological_process
LOC551660,GO:0016021,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",integral component of membrane,cellular_component
LOC551660,GO:0005739,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",mitochondrion,cellular_component
LOC551660,GO:0008137,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",NADH dehydrogenase (ubiquinone) activity,molecular_function
LOC551660,GO:0003954,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",NADH dehydrogenase activity,molecular_function
LOC551660,GO:0016020,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",membrane,cellular_component
LOC551660,GO:0055114,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",oxidation-reduction process,biological_process
LOC552109,GO:0005737,"cytosol aminopeptidase, transcript variant X3",cytoplasm,cellular_component
LOC552109,GO:0070006,"cytosol aminopeptidase, transcript variant X3",metalloaminopeptidase activity,molecular_function
LOC552109,GO:0030145,"cytosol aminopeptidase, transcript variant X3",manganese ion binding,molecular_function
LOC552109,GO:0006508,"cytosol aminopeptidase, transcript variant X3",proteolysis,biological_process
LOC552109,GO:0019538,"cytosol aminopeptidase, transcript variant X3",protein metabolic process,biological_process
LOC552109,GO:0016787,"cytosol aminopeptidase, transcript variant X3",hydrolase activity,molecular_function
LOC552109,GO:0008233,"cytosol aminopeptidase, transcript variant X3",peptidase activity,molecular_function
LOC552109,GO:0004177,"cytosol aminopeptidase, transcript variant X3",aminopeptidase activity,molecular_function
LOC552109,GO:0061630,"cytosol aminopeptidase, transcript variant X3",ubiquitin protein ligase activity,molecular_function
LOC552109,GO:0016567,"cytosol aminopeptidase, transcript variant X3",protein ubiquitination,biological_process
LOC552109,GO:0004842,"cytosol aminopeptidase, transcript variant X3",ubiquitin-protein transferase activity,molecular_function
LOC552109,GO:0005515,"cytosol aminopeptidase, transcript variant X3",protein binding,molecular_function
LOC552109,GO:0046872,"cytosol aminopeptidase, transcript variant X3",metal ion binding,molecular_function
LOC726412,GO:0016021,"solute carrier family 22 member 8, transcript variant X2",integral component of membrane,cellular_component
LOC726412,GO:0055085,"solute carrier family 22 member 8, transcript variant X2",transmembrane transport,biological_process
LOC726412,GO:0022857,"solute carrier family 22 member 8, transcript variant X2",transmembrane transporter activity,molecular_function
LOC726412,GO:0016020,"solute carrier family 22 member 8, transcript variant X2",membrane,cellular_component
LOC726972,GO:0016021,"uncharacterized LOC726972, transcript variant X2",integral component of membrane,cellular_component
LOC726972,GO:0016020,"uncharacterized LOC726972, transcript variant X2",membrane,cellular_component
LOC726314,GO:0005743,"protein SCO2 homolog, mitochondrial",mitochondrial inner membrane,cellular_component
LOC726314,GO:0006878,"protein SCO2 homolog, mitochondrial",cellular copper ion homeostasis,biological_process
LOC726314,GO:0005507,"protein SCO2 homolog, mitochondrial",copper ion binding,molecular_function
LOC726314,GO:0006825,"protein SCO2 homolog, mitochondrial",copper ion transport,biological_process
LOC726314,GO:0008535,"protein SCO2 homolog, mitochondrial",respiratory chain complex IV assembly,biological_process
LOC726314,GO:0016020,"protein SCO2 homolog, mitochondrial",membrane,cellular_component
LOC726314,GO:0046872,"protein SCO2 homolog, mitochondrial",metal ion binding,molecular_function
LOC726314,GO:0005739,"protein SCO2 homolog, mitochondrial",mitochondrion,cellular_component
LOC726314,GO:0016531,"protein SCO2 homolog, mitochondrial",copper chaperone activity,molecular_function
LOC100576438,GO:0005576,"uncharacterized LOC100576438, transcript variant X2",extracellular region,cellular_component
LOC412220,GO:0016021,"vesicular glutamate transporter 2.2, transcript variant X1",integral component of membrane,cellular_component
LOC412220,GO:0055085,"vesicular glutamate transporter 2.2, transcript variant X1",transmembrane transport,biological_process
LOC412220,GO:0022857,"vesicular glutamate transporter 2.2, transcript variant X1",transmembrane transporter activity,molecular_function
LOC412220,GO:0016020,"vesicular glutamate transporter 2.2, transcript variant X1",membrane,cellular_component
LOC725194,GO:0005737,"cytosolic endo-beta-N-acetylglucosaminidase, transcript variant X1",cytoplasm,cellular_component
LOC725194,GO:0033925,"cytosolic endo-beta-N-acetylglucosaminidase, transcript variant X1",mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity,molecular_function
LOC725194,GO:0008152,"cytosolic endo-beta-N-acetylglucosaminidase, transcript variant X1",metabolic process,biological_process
LOC725194,GO:0016787,"cytosolic endo-beta-N-acetylglucosaminidase, transcript variant X1",hydrolase activity,molecular_function
LOC725194,GO:0016798,"cytosolic endo-beta-N-acetylglucosaminidase, transcript variant X1","hydrolase activity, acting on glycosyl bonds",molecular_function
LOC413885,GO:0016829,probable low-specificity L-threonine aldolase 2,lyase activity,molecular_function
LOC413885,GO:0003824,probable low-specificity L-threonine aldolase 2,catalytic activity,molecular_function
LOC413885,GO:0006520,probable low-specificity L-threonine aldolase 2,cellular amino acid metabolic process,biological_process
LOC412077,GO:0003677,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,DNA binding,molecular_function
LOC412077,GO:0043044,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,ATP-dependent chromatin remodeling,biological_process
LOC412077,GO:0016514,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,SWI/SNF complex,cellular_component
LOC412077,GO:0005634,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,nucleus,cellular_component
LOC551712,GO:0006464,"lipoyltransferase 1, mitochondrial, transcript variant X1",cellular protein modification process,biological_process
LOC551712,GO:0009249,"lipoyltransferase 1, mitochondrial, transcript variant X1",protein lipoylation,biological_process
LOC551844,GO:0016020,stromal cell-derived factor 2-like protein 1,membrane,cellular_component
LOC551844,GO:0016021,stromal cell-derived factor 2-like protein 1,integral component of membrane,cellular_component
LOC412143,GO:0005085,"rho guanine nucleotide exchange factor 18, transcript variant X6",guanyl-nucleotide exchange factor activity,molecular_function
LOC412143,GO:0050790,"rho guanine nucleotide exchange factor 18, transcript variant X6",regulation of catalytic activity,biological_process
LOC724315,GO:0006355,forkhead box protein D3,"regulation of transcription, DNA-templated",biological_process
LOC724315,GO:0043565,forkhead box protein D3,sequence-specific DNA binding,molecular_function
LOC724315,GO:0003700,forkhead box protein D3,DNA-binding transcription factor activity,molecular_function
LOC724315,GO:0005634,forkhead box protein D3,nucleus,cellular_component
LOC724315,GO:0003677,forkhead box protein D3,DNA binding,molecular_function
LOC408400,GO:0016020,CKLF-like MARVEL transmembrane domain-containing protein 8,membrane,cellular_component
LOC100577903,GO:0046872,"uncharacterized protein MAL13P1.304, transcript variant X3",metal ion binding,molecular_function
LOC410706,GO:0007165,"rho GTPase-activating protein 7, transcript variant X2",signal transduction,biological_process
LOC410706,GO:0008289,"rho GTPase-activating protein 7, transcript variant X2",lipid binding,molecular_function
LOC410706,GO:0016020,"rho GTPase-activating protein 7, transcript variant X2",membrane,cellular_component
LOC410706,GO:0016021,"rho GTPase-activating protein 7, transcript variant X2",integral component of membrane,cellular_component
LOC411030,GO:0008270,U4/U6.U5 tri-snRNP-associated protein 2,zinc ion binding,molecular_function
LOC411030,GO:0004843,U4/U6.U5 tri-snRNP-associated protein 2,thiol-dependent ubiquitin-specific protease activity,molecular_function
LOC411030,GO:0016579,U4/U6.U5 tri-snRNP-associated protein 2,protein deubiquitination,biological_process
LOC411030,GO:0036459,U4/U6.U5 tri-snRNP-associated protein 2,GO_0036459,go
LOC411030,GO:0000245,U4/U6.U5 tri-snRNP-associated protein 2,spliceosomal complex assembly,biological_process
LOC411030,GO:0006397,U4/U6.U5 tri-snRNP-associated protein 2,mRNA processing,biological_process
LOC411030,GO:0005634,U4/U6.U5 tri-snRNP-associated protein 2,nucleus,cellular_component
LOC411030,GO:0008380,U4/U6.U5 tri-snRNP-associated protein 2,RNA splicing,biological_process
LOC411030,GO:0046872,U4/U6.U5 tri-snRNP-associated protein 2,metal ion binding,molecular_function
LOC411030,GO:0005681,U4/U6.U5 tri-snRNP-associated protein 2,spliceosomal complex,cellular_component
LOC411030,GO:0018215,U4/U6.U5 tri-snRNP-associated protein 2,protein phosphopantetheinylation,biological_process
LOC725724,GO:0016020,"uncharacterized LOC725724, transcript variant X3",membrane,cellular_component
LOC725724,GO:0004970,"uncharacterized LOC725724, transcript variant X3",ionotropic glutamate receptor activity,molecular_function
LOC725724,GO:0016021,"uncharacterized LOC725724, transcript variant X3",integral component of membrane,cellular_component
LOC725724,GO:0035235,"uncharacterized LOC725724, transcript variant X3",ionotropic glutamate receptor signaling pathway,biological_process
LOC551356,GO:0005515,"nesprin-1, transcript variant X5",protein binding,molecular_function
LOC551356,GO:0016021,"nesprin-1, transcript variant X5",integral component of membrane,cellular_component
LOC551356,GO:0003779,"nesprin-1, transcript variant X5",actin binding,molecular_function
LOC551356,GO:0005634,"nesprin-1, transcript variant X5",nucleus,cellular_component
LOC551356,GO:0016020,"nesprin-1, transcript variant X5",membrane,cellular_component
LOC411943,GO:0016603,glutaminyl-peptide cyclotransferase,glutaminyl-peptide cyclotransferase activity,molecular_function
LOC411943,GO:0016740,glutaminyl-peptide cyclotransferase,transferase activity,molecular_function
LOC411943,GO:0016746,glutaminyl-peptide cyclotransferase,"transferase activity, transferring acyl groups",molecular_function
LOC411943,GO:0018215,glutaminyl-peptide cyclotransferase,protein phosphopantetheinylation,biological_process
LOC411503,GO:0046872,histone deacetylase Rpd3,metal ion binding,molecular_function
LOC411503,GO:0005634,histone deacetylase Rpd3,nucleus,cellular_component
LOC411503,GO:0032041,histone deacetylase Rpd3,NAD-dependent histone deacetylase activity (H3-K14 specific),molecular_function
LOC411503,GO:0016575,histone deacetylase Rpd3,histone deacetylation,biological_process
LOC411503,GO:0004407,histone deacetylase Rpd3,histone deacetylase activity,molecular_function
LOC411503,GO:0016787,histone deacetylase Rpd3,hydrolase activity,molecular_function
LOC411503,GO:0006325,histone deacetylase Rpd3,chromatin organization,biological_process
LOC411503,GO:0070932,histone deacetylase Rpd3,histone H3 deacetylation,biological_process
LOC412010,GO:0001671,"general transcription factor IIH subunit 4, transcript variant X2",ATPase activator activity,molecular_function
LOC412010,GO:0006289,"general transcription factor IIH subunit 4, transcript variant X2",nucleotide-excision repair,biological_process
LOC412010,GO:0000439,"general transcription factor IIH subunit 4, transcript variant X2",transcription factor TFIIH core complex,cellular_component
LOC412010,GO:0005634,"general transcription factor IIH subunit 4, transcript variant X2",nucleus,cellular_component
LOC412010,GO:0006281,"general transcription factor IIH subunit 4, transcript variant X2",DNA repair,biological_process
LOC412010,GO:0006974,"general transcription factor IIH subunit 4, transcript variant X2",cellular response to DNA damage stimulus,biological_process
LOC412010,GO:0032781,"general transcription factor IIH subunit 4, transcript variant X2",positive regulation of ATPase activity,biological_process
GeneID_100576714,GO:0005549,"odorant receptor 55, transcript variant X1",odorant binding,molecular_function
GeneID_100576714,GO:0004984,"odorant receptor 55, transcript variant X1",olfactory receptor activity,molecular_function
GeneID_100576714,GO:0016020,"odorant receptor 55, transcript variant X1",membrane,cellular_component
GeneID_100576714,GO:0007608,"odorant receptor 55, transcript variant X1",sensory perception of smell,biological_process
GeneID_100576714,GO:0016021,"odorant receptor 55, transcript variant X1",integral component of membrane,cellular_component
GeneID_100576714,GO:0005886,"odorant receptor 55, transcript variant X1",plasma membrane,cellular_component
GeneID_100576714,GO:0050911,"odorant receptor 55, transcript variant X1",detection of chemical stimulus involved in sensory perception of smell,biological_process
LOC412080,GO:0005515,"coronin-1C, transcript variant X1",protein binding,molecular_function
